sentiment,content
neutral,@NatalieGelman keep telling yourself you'll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.)
positive,Night of the cookers with my dad
positive,@Ja101 Makes me wish I had dogs instead of cats!
positive,Alexander Ovechkin is definitely my new favorite NHL player
positive,"@erinlouise @Miss604 being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks"
negative,@shelby_says ha ha funny
positive,and we're off  to OT !! exciting game like always
positive,@InnyVinny why thank you!  u out tonight?
positive,chillin with my bros and a couple of yeunglings   doesn't get much better than this
negative,@Jorge924 you might also want to include &quot;never wear a moonwolf&quot; to that
neutral,It feels good to be good at something
positive,KMF going smoothly so far. Free stuff is always a plus.
positive,Playing pacman on itouch!  lol
positive,pythonkings.nl    equals ----&gt;       almost better than the sims....
neutral,@melmyfinger ill check that out
positive,At the reception eating some nasty ass pasta Woot! But other than that its beautiful!
positive,@Mariah1221 oh n shouldn't you be shopping for a lovely gift for your delightful mother.
positive,Happy mother's day nfty!!!!!!!!!!!!!!!!!!!!!!
positive,@jcpwee JACKSON RATHBONE!
negative,@esoterismo My Dad told me music that has the power to heal the soul. Sure is true of yours
neutral,Chatting w/ Calyx.
negative,cant wait to eat
neutral,"about to head to the Strand, goodnight"
positive,@hnnhmllr lmao! You baked non-stop? Sounds like yummy fun!
positive,Feeling smooth like chrome
neutral,Watching The Seeker
neutral,Holy crap I am exhausted! Resting up so I can go see Wolverine later
positive,Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.
neutral,@LilliJ ..i'm a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls
positive,"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky"
neutral,taking in the local art
positive,"@Jonasbrothers OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes"
negative,@miss_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U
positive,"@crzyqbn That's awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly."
negative,A painter paints pictures on canvas.  But musicians paint their pictures on silence  ~Leopold Stokowski
neutral,@classicbecca bamboo/jade green !
positive,home for the night to hang out with my mom and study
positive,Nothing beats spending an evening with my mom
neutral,@TEAMLUDAJUICE you are just wrong!!! Now you've come to brag with a full belly??? Smh ...
positive,@lexuslady http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother's day to you Lexus.  I hopw it's a nice one for you.
positive,Healthy Wishes. I may just start saying that.
neutral,"@rockdrool second wife, what?"
neutral,@MOHFANZ Fun times ~ that's my friends beer!  here's the pic'  http://yfrog.com/053agj
negative,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...
neutral,Sountrack de Juno me deixa feliz
negative,"@TheTinyJEWELBox No, that's not right - I remember now.  You were in a fearless tweet - we were both seen as fearless."
neutral,@michaelsheen Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?
positive,"i just made the best turtle ice cream pie everrrrr  btw, happy (soon to be) mothers day!"
positive,@IamTam not having your lights on concerns me! Lol! Stay safe!
neutral,"@vardenrhode thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better.."
positive,@TheRealKitCat Haha...YAY!!! I'M CURED!!!!
positive,@scottlava was fun meeting u today! thanks for all the doodles on the goodies i got! hope u have a super time in TO &amp; visit again soon!
positive,"@SunnyBuns Haha, you didn't do anything wrong."
positive,Headin 2 chilis Mr. Presidente's callin my name! Then 2 the ice house
neutral,@Sunflowerygirl especially if you're with a vampire
neutral,"What are some good places to eat in Los Angeles, want to try something different today"
positive,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!
positive,"All you moms, get ready to enjoy your much-deserved special day!"
positive,downloading the right/real speedracher now.
positive,@CelestialQ good!  now let's go get this done..... www.HennesseyBlack.com
negative,@jasontryfon Are they abusing your service? Manual follower management is a pain. I love the style.
negative,@ploogle Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.
positive,@manu_preet haha one of the many reasons I love you
positive,@AnnCurry The photos are AMAZING! What a GREAT subject &amp; way to get people educated about Darfur! HUGS! U are an inspiring woman!
positive,"Do you know what? I have a good little life, and I love it."
positive,Heading back home with a win!
positive,"@RealBillBailey it really made my night. infact, it made my weekend! well done."
neutral,"@mediocrefilms Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female."
positive,Naps are so lovely
neutral,Cleaning up the kitchen &amp;watching the Royals play
neutral,At tempe marketplace waiting to see Star Trek.
positive,"such a long day, heading to bed  . iloveyou &lt;3"
negative,im joining twitter  lol
positive,"@Pranajama I've never been to Prague, but if i had the money, it'll be in the 10 first cities I visit"
positive,@c4ss4ndr4 do I discern a request for Hulu support? excellent idea!
neutral,@RoxyNJustice
positive,"watching shark boy and lava girl! on disney channel. hanging out with sarah jane, micah, &amp; rachel"
positive,whats going on tonight?!?!?! lets partyyyyy!
positive,"@FollowMyJourney Oh girl, get that baby going to bed at 7pm!"
negative,"@debadowling...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I'll stop spamming"
negative,@ParkerAngel this is very true about @patofnavar! but you do have to admit it was pret-ty funny! im bout to go you tube it!  lol
positive,"@Spacegirlnz DON'T PANIC! Hehe, it will be fine. Email it to me"
positive,Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  &lt;3 lurvee ya'll[;&gt;
positive,@geofferyjohnson looking forward to it. we're sitting at the bar.
positive,Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night
positive,@theellenshow get @kalebnation the twilightguy on your show
positive,@mrstreme Thanks so much! I will be back on tour soon. Two new books in the pipeline!
positive,i would like to see bacn.me added to tweetdeck as an option for a url shortener   tweetdeck would be even better with #bacon
neutral,@KalebNation - Have you dissapeared to go on the Ellen Show?
negative,we did what we had to do
positive,I should have know that &quot;extra hand&quot; comment would cause trouble...  About to upload House Music and Beyond Vol. 3
neutral,chillin tonight (at least for now)
neutral,Got into the show early. Jackson's chillen. Lil shorty
positive,@she_writes i've been wanting it for 2 years LOL...that and a HD camcorder
positive,@cschug We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party
positive,You can't take this feeling away from me&lt;3. going to lay down &amp; watch a movie.
positive,@Annaeeee yeah I m so happy for them that they should moved on and out there partying I m so happy
positive,@Vittyliu a lovely weekend thank you  Whats it like where you live? Exciting im sure  night night xx
negative,@13rianDavis sometimes ... you just have to write it off ... and start from the top of your tweet stream.  The past has happened
positive,"Good morning, everyone!"
positive,@wale I'm gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him &amp; I'm taking it personal and I like lebron 2.
positive,i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!
neutral,Just back from graduation.  Two more doctors in the family now
neutral,@jareason left a comment on your blog post
negative,havent been on in awhile.  no point anyways
positive,at least I get to watch over time  Let's go Pens!!
neutral,"Takes the 554 to Willoughby, St. Nelle, Glie, Old Oak Center, The Big Mall.  So many places to choose from...."
positive,@KatjaPresnal Thanks  #sigjeans
neutral,@sophie2dopex a great song by East Clubbers
positive,Sidebar: the moon is SO beautiful
negative,And I just left ana's. Graduation and u saw laura carlos's ex and she's still whack
negative,@LovelyLu I don't watch - just wish - TV's been off for months- I love it  Guess I won't win though LOL
positive,happpy mothers day
positive,"@MikeHuntington oops, me and my drunken stupor lol. Ima check it out"
positive,@Keels_90 haha agreed  LOL
neutral,cotton candy milkshake
positive,Making pork stir-fry and brown rice for dinner.
positive,home in carlsbad with the whole family for mother's day!
positive,@LexyMez Thanks so much Alex! Best wishes for the day to you and yours
positive,"@slicefate I love the humor, I just reworded it. Like saying &quot;group therapy&quot; instead'a &quot;gang banging&quot;. Keeps my moms off my back.   Hahaha"
neutral,@chaotic_barb Thanks  #sigjeans
positive,@Pamela010474 that is a good pic  All the guys looked good yesterday tho..don't ya think?
positive,i have a crush on someone!
neutral,"Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow"
positive,Subway=yum!
negative,@Adamfyre absolutely!
neutral,@iheartrendering awww. its cool. i ate too much ice cream
positive,Playing d.j in Ray's ride! On our way to have some delish sushi
neutral,@ftskim i'm both. But more girl than guy.
positive,"@justlikethem I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you're back"
positive,Just shot my new .22 rifle!  The auto-reset plinker target I built in shop class works great!
positive,"@Bout14  Yeah, I only drank a little bit anyways. It definitely was the show and not the drink!!"
positive,ï¿½ï¿½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!
neutral,"here it's 3:34  a.m. and i'm at home, after a night in a pub"
positive,"@xCUNHAx o yea? awwww, how sweet!! U r good kids!"
positive,I lafff the rain
neutral,@twistedraisin and movies too!!!
positive,"@bandit_zero its cool, and thats good"
positive,"@penpen72 Haha, true  thankfully the regular keyboard does the job... most of the time."
positive,"@GetSmart86 haha...Live long &amp; prosper. The movie was better than I thought, they did an awesome job, I'm pleased"
positive,@MayMclean BabyLove em homenagem ao Baby D
neutral,@Mrjaydeeone yes I've been told that I have a problem with stuff like that
positive,my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.
positive,@dorkchops WOOHOOO very cool see I knew u would get to see her
positive,@joenoia lol to see my king
